"question","url","source"
"How do you use the Taylor series to derive the formula for Euler's number?","https://www.khanacademy.org/math/calculus-1","Khan Academy"
"What is the Maclaurin series for arctan(x)?","https://ocw.mit.edu/courses/18-01sc-single-variable-calculus-fall-2010/","MIT OCW"
"How does the Taylor expansion relate to the Gauss-Newton approximation?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the connection between Taylor series and the exponential map in Lie groups?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"Describe the gradient descent algorithm and its mathematical formulation.","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"What is the update rule for vanilla gradient descent: θ_{t+1} = θ_t - η∇L(θ_t)?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does the learning rate affect convergence in gradient descent?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is stochastic gradient descent (SGD) and how does it differ from batch GD?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Why is SGD often preferred over full batch gradient descent for large datasets?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is mini-batch gradient descent and how do you choose the batch size?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Prove that gradient descent converges for convex functions with Lipschitz gradients.","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the convergence rate of gradient descent for strongly convex functions?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does the loss landscape geometry affect gradient descent performance?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is gradient descent with momentum and how does it accelerate convergence?","https://distill.pub/2017/momentum/","Distill"
"Derive the update equations for SGD with momentum.","https://distill.pub/2017/momentum/","Distill"
"Why does momentum help gradient descent escape shallow local minima?","https://distill.pub/2017/momentum/","Distill"
"What is the role of the gradient norm in determining step size?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How do you implement gradient clipping and why is it necessary?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the difference between gradient descent in parameter space vs function space?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does the choice of initialization affect gradient descent trajectories?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the relationship between gradient descent and the method of steepest descent?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do you visualize gradient descent on a 2D loss surface?","https://www.3blue1brown.com/topics/calculus","3Blue1Brown"
"What is the mathematical justification for using the negative gradient direction?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does noise in SGD act as implicit regularization?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the relationship between batch size and the variance of gradient estimates?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do learning rate schedules (step decay, cosine annealing) affect convergence?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the gradient flow equation and how does it relate to continuous gradient descent?","https://en.wikipedia.org/wiki/Gradient_descent","Wikipedia"
"How do you derive the gradient descent update from a first-order Taylor expansion?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the Adam optimizer and derive its update equations.","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"How does Adam combine momentum and RMSprop?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"What is the bias correction in Adam and why is it needed?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"Explain the RMSprop optimizer and its adaptive learning rate mechanism.","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is Adagrad and how does it adapt the learning rate per parameter?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"Why does Adagrad's learning rate monotonically decrease and what problem does this cause?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the Nesterov accelerated gradient (NAG) and how does it improve on standard momentum?","https://distill.pub/2017/momentum/","Distill"
"Derive the difference between Nesterov momentum and classical momentum update rules.","https://distill.pub/2017/momentum/","Distill"
"What is AdamW and how does it correctly implement weight decay?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does the epsilon parameter in Adam affect numerical stability?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"What is AMSGrad and what convergence issue of Adam does it address?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"Compare the convergence properties of SGD with momentum versus Adam.","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the Adadelta optimizer and how does it eliminate the learning rate hyperparameter?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do you derive the effective learning rate for each parameter in Adam?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"What is the LAMB optimizer and how does it scale Adam for large batch training?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does the warmup learning rate schedule help Adam converge?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"What is the second moment estimate in Adam and what does it capture?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"How do you choose between SGD and Adam for a given ML problem?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the mathematical relationship between RMSprop and Adam?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does the decay rate (beta parameters) in Adam affect optimization?","https://arxiv.org/abs/1412.6980","Adam optimizer paper"
"What is the RAdam optimizer and how does it address the variance issue in Adam?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How do adaptive gradient methods relate to preconditioning the gradient?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the Lookahead optimizer and how does it work with inner optimizers?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How do you derive the per-coordinate learning rate in Adagrad from first principles?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"Define convexity of a function and state the formal definition.","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is Jensen's inequality and how does it relate to convexity?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you determine if a function is convex using the Hessian?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the difference between convex and strictly convex functions?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"Why does convexity guarantee that local minima are global minima?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is a concave function and how does it relate to convex functions?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you prove that the MSE loss is convex in linear regression parameters?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What is strong convexity and how does it improve convergence rates?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does the condition number of a convex function affect optimization?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the convex conjugate (Fenchel conjugate) of a function?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"Explain the difference between convex optimization and non-convex optimization.","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do you prove that the negative log-likelihood is convex for exponential families?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the epigraph of a function and how does it relate to convexity?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"Why are neural network loss functions typically non-convex?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the role of convexity in support vector machine optimization?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"How does the log-sum-exp function serve as a smooth approximation to the max function and why is it convex?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"What are the first-order conditions for optimality in convex optimization?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do you determine the convexity of a composition of functions?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the difference between quasiconvex and convex functions?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How does adding L2 regularization make a loss function more convex?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"What is Boyd's rule for preserving convexity under composition?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you prove that the cross-entropy loss is convex in the logits?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is Lagrange multiplier method and when is it used?","https://ocw.mit.edu/courses/18-02sc-multivariable-calculus-fall-2010/","MIT OCW"
"Derive the Lagrangian for a constrained optimization problem.","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What are the KKT (Karush-Kuhn-Tucker) conditions?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do Lagrange multipliers apply to the dual formulation of SVMs?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What is the economic interpretation of the Lagrange multiplier?","https://ocw.mit.edu/courses/18-02sc-multivariable-calculus-fall-2010/","MIT OCW"
"How do you solve the constrained optimization: minimize f(x,y) subject to g(x,y) = 0?","https://www.khanacademy.org/math/multivariable-calculus","Khan Academy"
"What is the augmented Lagrangian method?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do Lagrange multipliers relate to the entropy maximization principle?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is duality in optimization and how do Lagrange multipliers create dual problems?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you use Lagrange multipliers to derive the softmax from maximum entropy?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the penalty method as an alternative to Lagrange multipliers?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do inequality constraints modify the Lagrangian formulation?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the saddle point interpretation of the Lagrangian?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do Lagrange multipliers apply to PCA as a constrained optimization?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"Explain backpropagation as an application of the multivariate chain rule.","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do you derive the backpropagation equations for a two-layer neural network?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"What is the gradient of the loss with respect to weights in the first hidden layer?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does the chain rule decompose the gradient through multiple layers?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"What is the backpropagation algorithm step by step for a simple network?","https://www.3blue1brown.com/topics/calculus","3Blue1Brown"
"How do you compute ∂L/∂W for a fully connected layer?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How do you compute ∂L/∂b (bias gradient) for a fully connected layer?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"What is the backward pass and how does it differ from the forward pass?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do you backpropagate through a softmax + cross-entropy combination?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the gradient of the loss with respect to the input of a layer?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How does backpropagation handle shared weights (weight tying)?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"Derive the backpropagation equation for a sigmoid output layer.","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the relationship between backpropagation and the adjoint method?","https://en.wikipedia.org/wiki/Backpropagation","Wikipedia"
"How do you backpropagate through a dropout layer?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the time complexity of backpropagation relative to the forward pass?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do you derive gradients for a network with skip connections?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"What is the gradient of the loss with respect to the activation function input?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does the chain rule propagate errors from the output to hidden layers?","https://www.3blue1brown.com/topics/calculus","3Blue1Brown"
"What is the backpropagation gradient for a batch of training examples?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How do you handle non-differentiable operations during backpropagation?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the gradient of the loss with respect to the learning rate?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How do you backpropagate through an embedding layer?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the backpropagation rule for element-wise multiplication?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do you derive gradients for a multi-head attention mechanism?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"What is the gradient flow through a residual block y = x + F(x)?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How does backpropagation work through a concatenation operation?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the computational graph and how does it represent function composition?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How does automatic differentiation build and traverse the computational graph?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is a DAG (directed acyclic graph) in the context of automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does PyTorch's autograd system implement reverse-mode AD?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the difference between symbolic differentiation and automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does TensorFlow's GradientTape work for automatic differentiation?","https://www.tensorflow.org/guide/autodiff","TensorFlow Docs"
"What is a computation trace and how does it enable AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How do you compute higher-order derivatives using automatic differentiation?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is dual numbers and how are they used in forward-mode AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does the tape-based approach to AD record operations?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the Wengert list (tape) in automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How do you implement a simple autograd system from scratch?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What are the memory requirements of storing the computational graph for backprop?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does gradient checkpointing trade compute for memory in AD?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the difference between define-by-run and define-and-run computational graphs?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does JAX implement automatic differentiation differently from PyTorch?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"What is the computational graph for a simple two-layer neural network?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do control flow statements (if/else, loops) interact with AD?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is operator overloading in the context of automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How do you differentiate through a sorting operation?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the computational graph of the attention mechanism in transformers?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"How does torch.no_grad() affect the computational graph?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the .detach() operation and when should you use it?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How do custom autograd functions work in PyTorch?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is forward-mode automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"What is reverse-mode automatic differentiation?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"Why is reverse-mode AD more efficient for functions with many inputs and few outputs?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"Why is forward-mode AD more efficient for functions with few inputs and many outputs?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does the cost of forward-mode AD scale with the number of inputs?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does the cost of reverse-mode AD scale with the number of outputs?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"Why is backpropagation an instance of reverse-mode AD?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"When would you prefer forward-mode AD over reverse-mode in ML applications?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the Jacobian accumulation problem in AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How do mixed-mode AD strategies combine forward and reverse passes?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"What are tangent vectors in forward-mode AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"What are cotangent vectors (adjoints) in reverse-mode AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does JAX's jvp function implement forward-mode AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"How does JAX's vjp function implement reverse-mode AD?","https://en.wikipedia.org/wiki/Automatic_differentiation","Wikipedia"
"What is the vanishing gradient problem and why does it occur?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How does repeated multiplication of small gradients cause vanishing gradients?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the exploding gradient problem and how is it related to large eigenvalues?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does gradient clipping address the exploding gradient problem?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"Why are sigmoid and tanh activations more prone to vanishing gradients than ReLU?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"How do residual connections (skip connections) mitigate the vanishing gradient problem?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"What is the mathematical analysis of gradient flow in deep networks?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does proper weight initialization (Xavier/He) address vanishing gradients?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the spectral analysis of the Jacobian and its role in gradient stability?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"How does batch normalization help prevent vanishing gradients?","https://arxiv.org/abs/1502.03167","Batch Normalization paper"
"What is the gradient of a 100-layer network with sigmoid activations and why does it vanish?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"How do LSTM gates specifically prevent the vanishing gradient problem?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"What is gradient norm monitoring and how does it diagnose gradient issues?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does the choice of activation function affect the spectral radius of the Jacobian?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the relationship between network depth and gradient magnitude?","https://colah.github.io/posts/2015-08-Backprop/","Colah's Blog"
"Derive the gradient flow equation for softmax + cross-entropy loss.","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"Why does the softmax + cross-entropy gradient simplify to (ŷ - y)?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the gradient of the cross-entropy loss -Σ y_i log(ŷ_i) with respect to logits?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"How do you derive the gradient of the cross-entropy loss with respect to pre-softmax activations?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is the Hessian of the softmax cross-entropy loss?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"How does the softmax cross-entropy gradient behave when predictions are confident?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"What is label smoothing and how does it modify the cross-entropy gradient?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"How do you derive the binary cross-entropy gradient through sigmoid?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"What is the numerical stability issue in computing softmax + cross-entropy and how is it resolved?","https://cs231n.github.io/neural-networks-case-study/","Stanford CS231n"
"How does the focal loss modify the cross-entropy gradient to handle class imbalance?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"Derive the gradient of the MSE loss L = (1/n)Σ(y_i - ŷ_i)^2.","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"What is the gradient of the MAE loss L = (1/n)Σ|y_i - ŷ_i|?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Derive the gradient of the Huber loss function.","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the gradient of the hinge loss max(0, 1 - y·ŷ)?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does the focal loss gradient differ from standard cross-entropy gradient?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"What is the gradient of the contrastive loss in siamese networks?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How do you derive the gradient of the triplet loss?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the gradient of the KL divergence loss?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you compute the gradient of the log-likelihood loss?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the gradient of the squared hinge loss?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does the Huber loss provide a smooth transition between MSE and MAE gradients?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the gradient of the quantile loss (pinball loss)?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you derive the gradient of the Wasserstein distance for GANs?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the gradient of the cosine similarity loss?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does the gradient of smooth L1 loss compare to standard L1?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the gradient of the negative log-likelihood for Poisson regression?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How do you compute the gradient of the CTC loss for sequence models?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is the gradient of the InfoNCE loss used in contrastive learning?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does the gradient of MSE loss differ in regression vs autoencoder settings?","https://d2l.ai/chapter_appendix-mathematics-for-deep-learning/calculus.html","Dive into Deep Learning"
"What is the gradient of the Dice loss used in image segmentation?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How do you derive the gradient of the ranking loss?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"What is L2 regularization and how is it expressed mathematically?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"How does L2 regularization lead to weight decay in gradient descent?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Derive the gradient of the L2-regularized loss function.","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Why does L2 regularization shrink weights toward zero but not exactly to zero?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the Bayesian interpretation of L2 regularization as a Gaussian prior?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"How does the regularization parameter λ affect the gradient update?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"What is the difference between L2 regularization and weight decay in Adam?","https://pytorch.org/docs/stable/autograd.html","PyTorch Docs"
"How does L2 regularization affect the eigenvalues of the Hessian?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the closed-form solution for L2-regularized linear regression (Ridge)?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"How does L2 regularization relate to the condition number of the optimization problem?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is L1 regularization and how does its gradient differ from L2?","https://cs231n.github.io/optimization-1/","Stanford CS231n"
"Why does L1 regularization produce sparse solutions?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the subgradient of the L1 norm at zero?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How does the L1 penalty create a non-smooth optimization problem?","https://www.deeplearningbook.org/contents/optimization.html","Deep Learning Book"
"What is the proximal gradient method for L1 regularization?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"Compare the geometric interpretation of L1 and L2 regularization.","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What is the Elastic Net and how does it combine L1 and L2 gradients?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"How does the LASSO regression use L1 regularization for feature selection?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"Derive the OLS (Ordinary Least Squares) closed-form solution β = (X^T X)^(-1) X^T y.","https://www.coursera.org/learn/machine-learning","Coursera ML"
"How do you derive the normal equations from setting the gradient to zero?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What is the gradient of the linear regression loss ||Xβ - y||^2 with respect to β?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"How do you prove that the OLS solution minimizes the sum of squared residuals?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What conditions must X^T X satisfy for the OLS solution to exist?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"How does adding regularization modify the normal equations to give Ridge regression?","https://www.coursera.org/learn/machine-learning","Coursera ML"
"What is the geometric interpretation of OLS as a projection onto column space?","https://ocw.mit.edu/courses/18-02sc-multivariable-calculus-fall-2010/","MIT OCW"
"How do you derive the hat matrix H = X(X^T X)^(-1) X^T?","https://en.wikipedia.org/wiki/Calculus","Wikipedia"
"What is the gradient of the weighted least squares loss?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"How does the Moore-Penrose pseudoinverse generalize the OLS solution?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the derivative of a scalar with respect to a vector (numerator layout)?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the derivative of a vector with respect to a scalar?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you compute ∂(Ax)/∂x where A is a constant matrix?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"What is the derivative of x^T A x with respect to x?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"How do you compute ∂(trace(AB))/∂A?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the derivative of the matrix determinant |A| with respect to A?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you compute the derivative of the matrix inverse A^(-1) with respect to A?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the derivative of the Frobenius norm ||A||_F with respect to A?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"How do you compute the gradient of a scalar loss with respect to a weight matrix?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"What is the difference between numerator layout and denominator layout in matrix calculus?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you differentiate the trace of a matrix function?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the Kronecker product and how does it appear in matrix differentiation?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you compute the derivative of a matrix exponential?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the chain rule for matrix calculus?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"How do you vectorize a matrix derivative using the vec operator?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"What is the derivative of log(det(A)) with respect to A?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you compute the gradient of a quadratic form with non-symmetric matrix?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"What is the matrix cookbook and why is it useful for ML derivations?","https://en.wikipedia.org/wiki/Matrix_calculus","Wikipedia"
"How do you compute the derivative of a softmax-weighted sum in matrix form?","https://explained.ai/matrix-calculus/","explained.ai Matrix Calculus"
"What is a neural ODE and how does it formulate a neural network as a differential equation?","https://arxiv.org/abs/1806.07366","Neural ODEs paper"
"How does the adjoint method compute gradients for neural ODEs?","https://arxiv.org/abs/1806.07366","Neural ODEs paper"
"What is the connection between residual networks and Euler discretization of ODEs?","https://arxiv.org/abs/1806.07366","Neural ODEs paper"
"How do continuous-depth networks differ from standard discrete-layer networks?","https://arxiv.org/abs/1806.07366","Neural ODEs paper"
